date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2025-06-04,2025,6,4,chokepoint6,Strait of Hormuz,29,8,8,6,82,51,133,942616,382616,29517,19500,4132863,1374251,5507114
2025-06-05,2025,6,5,chokepoint6,Strait of Hormuz,20,16,4,2,65,42,107,653455,862530,11074,0,3037199,1527060,4564259
2025-06-06,2025,6,6,chokepoint6,Strait of Hormuz,14,15,4,4,59,37,96,318218,497838,3290,6653,1900548,826000,2726549
2025-06-07,2025,6,7,chokepoint6,Strait of Hormuz,14,17,9,3,53,43,96,428358,469835,56130,2639,3083227,956963,4040190
2025-06-08,2025,6,8,chokepoint6,Strait of Hormuz,23,26,9,1,69,59,128,627036,965788,44907,4318,3686265,1642051,5328316
2025-06-09,2025,6,9,chokepoint6,Strait of Hormuz,28,21,3,1,58,53,111,758379,648568,37063,2192,2402310,1446203,3848514
2025-06-10,2025,6,10,chokepoint6,Strait of Hormuz,28,17,4,3,52,52,104,572353,475510,53849,3982,2578770,1105695,3684466
2025-06-11,2025,6,11,chokepoint6,Strait of Hormuz,17,20,6,3,52,46,98,284372,828749,16912,4942,3124022,1134976,4258999
2025-06-12,2025,6,12,chokepoint6,Strait of Hormuz,16,11,5,2,60,34,94,497077,255528,36705,2353,2973832,791665,3765497
2025-06-13,2025,6,13,chokepoint6,Strait of Hormuz,7,14,6,4,45,31,76,211225,448960,23915,14575,2197216,698676,2895893
2025-06-14,2025,6,14,chokepoint6,Strait of Hormuz,20,21,3,4,56,48,104,511638,943431,7819,8924,2550939,1471814,4022753
2025-06-15,2025,6,15,chokepoint6,Strait of Hormuz,21,21,3,5,74,50,124,653121,839372,7763,0,4007382,1500258,5507640
2025-06-16,2025,6,16,chokepoint6,Strait of Hormuz,11,7,2,3,29,23,52,362918,228160,7732,4683,1162917,603495,1766413
2025-06-17,2025,6,17,chokepoint6,Strait of Hormuz,21,12,4,1,49,38,87,472610,799136,8310,4538,2332753,1284597,3617350
2025-06-18,2025,6,18,chokepoint6,Strait of Hormuz,22,21,9,3,63,55,118,378477,651320,32694,7295,2219969,1069788,3289758
2025-06-19,2025,6,19,chokepoint6,Strait of Hormuz,26,15,3,4,60,48,108,522146,412109,13770,8015,3941677,956041,4897719
2025-06-20,2025,6,20,chokepoint6,Strait of Hormuz,29,13,6,3,54,51,105,849433,470574,14922,9390,2460794,1344320,3805114
2025-06-21,2025,6,21,chokepoint6,Strait of Hormuz,21,9,4,5,49,39,88,522647,377282,9853,11415,1656722,921198,2577920
2025-06-22,2025,6,22,chokepoint6,Strait of Hormuz,18,12,4,4,51,38,89,457457,509844,2914,12076,2936162,982293,3918455
2025-06-23,2025,6,23,chokepoint6,Strait of Hormuz,20,18,6,4,44,48,92,557430,435687,22708,9451,2222171,1025278,3247450
2025-06-24,2025,6,24,chokepoint6,Strait of Hormuz,17,12,3,1,42,33,75,413894,272548,14550,0,1267133,700993,1968126
2025-06-25,2025,6,25,chokepoint6,Strait of Hormuz,11,9,1,0,42,21,63,146496,367383,1851,0,1473448,515731,1989179
2025-06-26,2025,6,26,chokepoint6,Strait of Hormuz,24,8,3,2,44,37,81,576308,390208,15259,7236,2337881,989013,3326895
2025-06-27,2025,6,27,chokepoint6,Strait of Hormuz,22,12,7,3,51,44,95,630616,442429,87330,0,1639505,1160376,2799882
2025-06-28,2025,6,28,chokepoint6,Strait of Hormuz,20,14,9,2,44,45,89,311768,406086,24396,0,1980483,742252,2722736
2025-06-29,2025,6,29,chokepoint6,Strait of Hormuz,23,19,9,7,72,58,130,464088,827925,36518,11500,3465006,1340032,4805039
2025-06-30,2025,6,30,chokepoint6,Strait of Hormuz,22,16,12,3,60,53,113,392785,577828,59473,6376,2592790,1036463,3629253
2025-07-01,2025,7,1,chokepoint6,Strait of Hormuz,24,17,9,2,48,52,100,610671,592882,42007,8039,1775752,1253601,3029354
2025-07-02,2025,7,2,chokepoint6,Strait of Hormuz,15,15,5,3,48,38,86,311488,884652,34141,17427,1797959,1247709,3045668
2025-07-03,2025,7,3,chokepoint6,Strait of Hormuz,11,15,4,5,41,35,76,288445,653211,14035,25180,2021659,980872,3002532
2025-07-04,2025,7,4,chokepoint6,Strait of Hormuz,20,14,7,1,66,42,108,535610,642633,35788,0,3346527,1214033,4560561
2025-07-05,2025,7,5,chokepoint6,Strait of Hormuz,13,9,5,1,51,28,79,283690,311792,43782,0,1789242,639265,2428508
2025-07-06,2025,7,6,chokepoint6,Strait of Hormuz,16,15,7,2,47,40,87,427924,649693,13301,7845,1413450,1098765,2512215
2025-07-07,2025,7,7,chokepoint6,Strait of Hormuz,15,10,7,2,37,34,71,271253,384942,30674,0,2279290,686870,2966161
2025-07-08,2025,7,8,chokepoint6,Strait of Hormuz,19,17,8,3,47,47,94,383716,932091,18517,6577,1478452,1340901,2819354
2025-07-09,2025,7,9,chokepoint6,Strait of Hormuz,18,16,4,6,71,44,115,243639,791078,25413,12849,3801840,1072980,4874821
2025-07-10,2025,7,10,chokepoint6,Strait of Hormuz,21,15,3,2,58,41,99,497772,626106,37514,6328,2937781,1167721,4105503
2025-07-11,2025,7,11,chokepoint6,Strait of Hormuz,11,9,2,3,50,25,75,224555,502341,6920,10105,3621565,743923,4365488
2025-07-12,2025,7,12,chokepoint6,Strait of Hormuz,27,21,1,3,67,52,119,560765,481569,6920,1853,4089853,1051107,5140961
2025-07-13,2025,7,13,chokepoint6,Strait of Hormuz,21,16,3,1,54,41,95,518450,377364,20486,3987,1805657,920288,2725946
2025-07-14,2025,7,14,chokepoint6,Strait of Hormuz,24,18,5,5,63,52,115,583398,681771,44893,11517,2616893,1321580,3938474
2025-07-15,2025,7,15,chokepoint6,Strait of Hormuz,34,20,5,4,68,63,131,890766,709875,15390,10485,3803838,1626517,5430355
2025-07-16,2025,7,16,chokepoint6,Strait of Hormuz,20,30,4,4,74,58,132,437080,1291940,7981,4115,3388965,1741117,5130083
2025-07-17,2025,7,17,chokepoint6,Strait of Hormuz,19,21,5,5,58,50,108,465253,692784,6619,15150,2602317,1179807,3782124
2025-07-18,2025,7,18,chokepoint6,Strait of Hormuz,24,17,6,1,57,48,105,601350,509922,43331,7346,2658816,1161951,3820768
2025-07-19,2025,7,19,chokepoint6,Strait of Hormuz,22,13,5,2,64,42,106,716002,361023,23166,7210,3029488,1107402,4136891
2025-07-20,2025,7,20,chokepoint6,Strait of Hormuz,28,18,7,3,80,56,136,692999,836263,65809,6702,3917967,1601774,5519742
2025-07-21,2025,7,21,chokepoint6,Strait of Hormuz,17,17,7,3,53,44,97,483255,802338,15926,4013,3204741,1305534,4510276
2025-07-22,2025,7,22,chokepoint6,Strait of Hormuz,25,13,10,5,38,53,91,657335,649043,27531,19985,1560459,1353897,2914356
2025-07-23,2025,7,23,chokepoint6,Strait of Hormuz,19,24,8,6,68,57,125,315333,768750,51292,10116,2737792,1145494,3883286
2025-07-24,2025,7,24,chokepoint6,Strait of Hormuz,20,22,3,4,58,49,107,480045,966270,12733,9989,2780090,1469039,4249129
2025-07-25,2025,7,25,chokepoint6,Strait of Hormuz,18,10,4,4,57,36,93,350649,609765,15013,9931,2930353,985359,3915713
2025-07-26,2025,7,26,chokepoint6,Strait of Hormuz,17,9,4,4,59,34,93,428129,433622,18327,4110,2488567,884190,3372757
2025-07-27,2025,7,27,chokepoint6,Strait of Hormuz,17,18,8,6,68,49,117,418978,569742,36617,19340,3657144,1044678,4701823
2025-07-28,2025,7,28,chokepoint6,Strait of Hormuz,22,14,8,4,69,48,117,519444,407298,32109,7135,2596979,965987,3562967
2025-07-29,2025,7,29,chokepoint6,Strait of Hormuz,25,12,7,6,66,50,116,771843,292798,42594,10111,2836982,1117348,3954331
2025-07-30,2025,7,30,chokepoint6,Strait of Hormuz,20,11,5,7,59,43,102,627725,568877,19428,13908,3615903,1229939,4845843
2025-07-31,2025,7,31,chokepoint6,Strait of Hormuz,26,19,8,3,69,56,125,583734,718716,25349,4340,3249668,1332141,4581810
2025-08-01,2025,8,1,chokepoint6,Strait of Hormuz,15,5,0,2,48,22,70,528788,367970,0,6089,1900730,902848,2803579
2025-08-02,2025,8,2,chokepoint6,Strait of Hormuz,20,19,5,5,66,49,115,555899,659306,27334,6327,4234230,1248867,5483097
2025-08-03,2025,8,3,chokepoint6,Strait of Hormuz,16,21,4,2,53,43,96,390138,742934,40219,6071,2919725,1179362,4099088
2025-08-04,2025,8,4,chokepoint6,Strait of Hormuz,9,10,1,3,29,23,52,213268,560876,0,12458,1328092,786603,2114696
2025-08-05,2025,8,5,chokepoint6,Strait of Hormuz,22,12,3,6,45,43,88,536033,347858,7594,4257,2584327,895743,3480071
2025-08-06,2025,8,6,chokepoint6,Strait of Hormuz,14,19,7,5,37,45,82,364730,923227,40081,17163,1795994,1345202,3141197
2025-08-07,2025,8,7,chokepoint6,Strait of Hormuz,22,3,9,5,43,39,82,689650,82374,36957,6799,2372921,815782,3188704
2025-08-08,2025,8,8,chokepoint6,Strait of Hormuz,15,13,3,4,51,35,86,412145,323104,4137,0,2254429,739387,2993816
2025-08-09,2025,8,9,chokepoint6,Strait of Hormuz,12,7,4,2,44,25,69,323534,232560,17810,4010,2266293,577916,2844209
2025-08-10,2025,8,10,chokepoint6,Strait of Hormuz,13,9,4,2,32,28,60,444088,385918,8980,5342,1905686,844330,2750016
2025-08-11,2025,8,11,chokepoint6,Strait of Hormuz,17,12,8,2,51,39,90,474298,388114,36236,10445,2521965,909095,3431061
2025-08-12,2025,8,12,chokepoint6,Strait of Hormuz,33,25,9,3,77,70,147,959966,867812,64930,0,3227213,1892709,5119923
2025-08-13,2025,8,13,chokepoint6,Strait of Hormuz,14,17,6,2,51,39,90,373722,769978,27717,0,2279216,1171419,3450635
2025-08-14,2025,8,14,chokepoint6,Strait of Hormuz,18,17,8,6,56,49,105,412692,651984,31208,12187,2816918,1108072,3924990
2025-08-15,2025,8,15,chokepoint6,Strait of Hormuz,13,8,4,2,43,27,70,343838,898174,29085,11707,1388712,1282805,2671517
2025-08-16,2025,8,16,chokepoint6,Strait of Hormuz,11,14,3,1,44,29,73,361804,1178710,4720,0,1850637,1545235,3395873
2025-08-17,2025,8,17,chokepoint6,Strait of Hormuz,17,11,5,5,45,38,83,533455,568166,20458,13467,2665643,1135547,3801191
2025-08-18,2025,8,18,chokepoint6,Strait of Hormuz,21,20,4,3,52,48,100,635578,699493,20997,0,2144480,1356069,3500549
2025-08-19,2025,8,19,chokepoint6,Strait of Hormuz,30,16,5,6,60,57,117,975163,620876,26000,11507,4316194,1633547,5949741
2025-08-20,2025,8,20,chokepoint6,Strait of Hormuz,16,11,4,4,49,35,84,283514,340054,7547,5664,2631654,636780,3268435
2025-08-21,2025,8,21,chokepoint6,Strait of Hormuz,15,15,3,3,49,36,85,515976,710954,12821,10919,2479865,1250672,3730537
2025-08-22,2025,8,22,chokepoint6,Strait of Hormuz,24,14,7,6,83,51,134,694018,583815,14323,9873,3195372,1302030,4497402
2025-08-23,2025,8,23,chokepoint6,Strait of Hormuz,24,13,9,4,66,50,116,649339,566248,45201,9005,2899090,1269794,4168885
2025-08-24,2025,8,24,chokepoint6,Strait of Hormuz,27,19,6,4,72,56,128,457781,808364,32843,5980,3411960,1304969,4716930
2025-08-25,2025,8,25,chokepoint6,Strait of Hormuz,20,13,8,4,43,45,88,459313,424555,36686,7672,2086984,928226,3015210
2025-08-26,2025,8,26,chokepoint6,Strait of Hormuz,18,10,6,2,40,36,76,493663,238441,37541,0,1667814,769646,2437461
2025-08-27,2025,8,27,chokepoint6,Strait of Hormuz,15,18,7,6,47,46,93,355578,618216,10808,4827,2929045,989431,3918477
2025-08-28,2025,8,28,chokepoint6,Strait of Hormuz,15,12,7,6,60,40,100,314409,380778,41219,23981,2289529,760389,3049919
2025-08-29,2025,8,29,chokepoint6,Strait of Hormuz,28,17,9,7,67,61,128,756090,701534,46662,17621,3416770,1521908,4938679
2025-08-30,2025,8,30,chokepoint6,Strait of Hormuz,13,13,12,3,64,41,105,330029,601618,49565,3471,3905491,984684,4890175
2025-08-31,2025,8,31,chokepoint6,Strait of Hormuz,16,15,8,5,56,44,100,303585,375824,40465,16454,3162921,736330,3899252
2025-09-01,2025,9,1,chokepoint6,Strait of Hormuz,26,13,4,2,65,45,110,812138,516923,7527,0,3235585,1336588,4572174
2025-09-02,2025,9,2,chokepoint6,Strait of Hormuz,21,20,4,3,54,48,102,719652,737638,4394,9486,1906566,1471171,3377737
2025-09-03,2025,9,3,chokepoint6,Strait of Hormuz,17,21,8,7,47,53,100,259630,859759,32319,18897,2429378,1170607,3599985
2025-09-04,2025,9,4,chokepoint6,Strait of Hormuz,13,11,2,1,32,27,59,361936,429521,8817,1487,1136592,801763,1938355
2025-09-05,2025,9,5,chokepoint6,Strait of Hormuz,27,20,4,1,86,52,138,658319,762055,17563,3212,4471592,1441151,5912743
2025-09-06,2025,9,6,chokepoint6,Strait of Hormuz,20,11,8,1,54,40,94,498752,405036,90188,2724,3071388,996702,4068091
2025-09-07,2025,9,7,chokepoint6,Strait of Hormuz,21,19,8,4,65,52,117,508724,1426922,87725,11552,3178836,2034925,5213762
2025-09-08,2025,9,8,chokepoint6,Strait of Hormuz,25,18,4,5,61,52,113,594697,1138037,13558,11552,2687850,1757846,4445697
2025-09-09,2025,9,9,chokepoint6,Strait of Hormuz,24,18,11,3,51,56,107,666110,986354,51137,10168,1990812,1713771,3704584
2025-09-10,2025,9,10,chokepoint6,Strait of Hormuz,20,15,14,5,53,54,107,389983,442249,74264,11242,2747988,917740,3665728
2025-09-11,2025,9,11,chokepoint6,Strait of Hormuz,16,9,11,3,38,39,77,463734,392866,36111,4177,1821857,896890,2718747
2025-09-12,2025,9,12,chokepoint6,Strait of Hormuz,10,7,4,2,43,23,66,478935,214481,27901,3385,1208459,724704,1933163
2025-09-13,2025,9,13,chokepoint6,Strait of Hormuz,19,9,3,2,40,33,73,606940,477446,13172,599,1671420,1098158,2769579
2025-09-14,2025,9,14,chokepoint6,Strait of Hormuz,8,8,5,3,35,24,59,187245,236069,21573,7828,1339968,452716,1792684
2025-09-15,2025,9,15,chokepoint6,Strait of Hormuz,12,11,7,3,37,33,70,208172,240679,37685,2880,911409,489417,1400826
2025-09-16,2025,9,16,chokepoint6,Strait of Hormuz,17,6,1,4,48,28,76,501265,198266,0,2790,1699926,702322,2402249
2025-09-17,2025,9,17,chokepoint6,Strait of Hormuz,31,14,3,9,71,57,128,632939,327551,1472,21319,3174206,983281,4157488
2025-09-18,2025,9,18,chokepoint6,Strait of Hormuz,17,16,4,8,61,45,106,358187,503281,18276,28536,2932554,908282,3840836
2025-09-19,2025,9,19,chokepoint6,Strait of Hormuz,14,10,4,3,36,31,67,391460,466501,10951,0,1852708,868912,2721620
2025-09-20,2025,9,20,chokepoint6,Strait of Hormuz,9,12,1,0,55,22,77,344738,444392,3212,0,2166435,792344,2958780
2025-09-21,2025,9,21,chokepoint6,Strait of Hormuz,11,12,2,1,54,26,80,239869,335084,7186,4504,1683122,586644,2269767
2025-09-22,2025,9,22,chokepoint6,Strait of Hormuz,4,12,6,2,30,24,54,75440,215794,47748,6404,1067634,345387,1413021
2025-09-23,2025,9,23,chokepoint6,Strait of Hormuz,20,13,6,5,63,44,107,626551,335335,39256,15703,3058164,1016847,4075011
2025-09-24,2025,9,24,chokepoint6,Strait of Hormuz,18,16,6,6,60,46,106,492455,672516,12570,21392,2236283,1198936,3435220
2025-09-25,2025,9,25,chokepoint6,Strait of Hormuz,24,14,5,2,30,45,75,574384,513826,15423,5501,1745296,1109135,2854431
2025-09-26,2025,9,26,chokepoint6,Strait of Hormuz,8,22,5,1,30,36,66,158051,777849,10554,0,936954,946455,1883409
2025-09-27,2025,9,27,chokepoint6,Strait of Hormuz,14,15,7,0,49,36,85,495408,518060,35244,0,2749108,1048713,3797822
2025-09-28,2025,9,28,chokepoint6,Strait of Hormuz,20,12,7,2,69,41,110,511758,456895,25517,12663,3983107,1006835,4989943
2025-09-29,2025,9,29,chokepoint6,Strait of Hormuz,14,14,6,7,56,41,97,381949,435069,15565,22582,1705959,855167,2561127
2025-09-30,2025,9,30,chokepoint6,Strait of Hormuz,26,14,10,7,72,57,129,704929,558974,38605,11589,3249270,1314100,4563370
2025-10-01,2025,10,1,chokepoint6,Strait of Hormuz,20,15,8,3,69,46,115,371543,450222,27790,5664,3340995,855220,4196216
2025-10-02,2025,10,2,chokepoint6,Strait of Hormuz,24,15,3,6,74,48,122,604570,481569,11443,17490,4499513,1115074,5614588
2025-10-03,2025,10,3,chokepoint6,Strait of Hormuz,29,22,3,6,76,60,136,855549,702095,10722,12171,3787354,1580538,5367893
2025-10-04,2025,10,4,chokepoint6,Strait of Hormuz,28,20,7,4,90,59,149,579643,616259,8843,12674,2487738,1217420,3705158
2025-10-05,2025,10,5,chokepoint6,Strait of Hormuz,24,21,8,5,77,58,135,613509,732612,29750,6454,3713327,1382326,5095653
2025-10-06,2025,10,6,chokepoint6,Strait of Hormuz,18,18,3,2,34,41,75,548574,1110497,20189,4554,2137777,1683814,3821591
2025-10-07,2025,10,7,chokepoint6,Strait of Hormuz,10,2,1,3,19,16,35,244959,71715,0,0,811976,316675,1128652
2025-10-08,2025,10,8,chokepoint6,Strait of Hormuz,12,9,4,4,29,29,58,174479,306560,32343,6503,1074042,519887,1593930
2025-10-09,2025,10,9,chokepoint6,Strait of Hormuz,10,11,2,1,32,24,56,277708,291059,17039,1910,1793483,587717,2381200
2025-10-10,2025,10,10,chokepoint6,Strait of Hormuz,13,12,7,2,29,34,63,503134,266685,33981,0,981963,803800,1785764
2025-10-11,2025,10,11,chokepoint6,Strait of Hormuz,10,9,4,3,25,26,51,350462,277983,72239,0,933019,700686,1633705
2025-10-12,2025,10,12,chokepoint6,Strait of Hormuz,12,13,8,2,32,35,67,415277,804869,30003,8992,964918,1259143,2224061
2025-10-13,2025,10,13,chokepoint6,Strait of Hormuz,15,14,10,5,43,44,87,383252,748437,58711,13537,1699831,1203938,2903770
2025-10-14,2025,10,14,chokepoint6,Strait of Hormuz,28,23,6,4,75,61,136,861544,1035000,33583,6367,4942766,1936496,6879262
2025-10-15,2025,10,15,chokepoint6,Strait of Hormuz,10,8,3,1,39,22,61,222547,303073,14608,0,1908487,540228,2448716
2025-10-16,2025,10,16,chokepoint6,Strait of Hormuz,12,10,3,0,26,25,51,294300,643868,13619,0,1289034,951789,2240823
2025-10-17,2025,10,17,chokepoint6,Strait of Hormuz,14,18,6,1,28,39,67,301106,907107,24386,0,1337493,1232600,2570094
2025-10-18,2025,10,18,chokepoint6,Strait of Hormuz,13,13,6,2,51,34,85,458760,736883,14126,12669,1777863,1222440,3000303
2025-10-19,2025,10,19,chokepoint6,Strait of Hormuz,15,11,2,2,41,30,71,550419,635778,1754,0,2085315,1187952,3273267
2025-10-20,2025,10,20,chokepoint6,Strait of Hormuz,7,14,3,6,36,30,66,281441,773859,29917,30755,1738882,1115973,2854856
2025-10-21,2025,10,21,chokepoint6,Strait of Hormuz,18,12,3,2,45,35,80,410776,375364,19777,4050,1666895,809970,2476865
2025-10-22,2025,10,22,chokepoint6,Strait of Hormuz,15,13,5,8,58,41,99,187039,299138,8246,13599,3167611,508024,3675636
2025-10-23,2025,10,23,chokepoint6,Strait of Hormuz,17,14,3,4,55,38,93,488805,459074,6900,11289,2645992,966069,3612062
2025-10-24,2025,10,24,chokepoint6,Strait of Hormuz,19,22,4,2,71,47,118,685575,1217688,15839,8549,2434384,1927653,4362037
2025-10-25,2025,10,25,chokepoint6,Strait of Hormuz,18,18,6,3,68,45,113,512685,828787,29778,4776,3622719,1376027,4998747
2025-10-26,2025,10,26,chokepoint6,Strait of Hormuz,20,12,5,2,41,39,80,581822,421291,33076,0,2548983,1036189,3585172
2025-10-27,2025,10,27,chokepoint6,Strait of Hormuz,17,11,4,6,51,38,89,410780,459910,11089,2465,2442008,884246,3326254
2025-10-28,2025,10,28,chokepoint6,Strait of Hormuz,31,21,3,3,71,58,129,815501,670390,11675,7997,2979192,1505565,4484757
2025-10-29,2025,10,29,chokepoint6,Strait of Hormuz,17,16,7,2,58,42,100,440437,396163,23349,6000,2449676,865951,3315627
2025-10-30,2025,10,30,chokepoint6,Strait of Hormuz,15,14,7,7,42,43,85,447098,657061,32483,10416,2134991,1147059,3282051
2025-10-31,2025,10,31,chokepoint6,Strait of Hormuz,19,16,6,2,56,43,99,483758,422157,56605,2135,4082819,964656,5047476
2025-11-01,2025,11,1,chokepoint6,Strait of Hormuz,17,13,2,1,55,33,88,440687,554284,12366,2342,2064402,1009681,3074084
2025-11-02,2025,11,2,chokepoint6,Strait of Hormuz,15,9,3,3,43,30,73,381823,431629,12347,0,1929112,825799,2754911
2025-11-03,2025,11,3,chokepoint6,Strait of Hormuz,4,7,4,0,15,15,30,122228,260916,14556,0,438854,397701,836556
2025-11-04,2025,11,4,chokepoint6,Strait of Hormuz,9,8,2,2,38,21,59,245157,241496,17860,3706,1404930,508221,1913151
2025-11-05,2025,11,5,chokepoint6,Strait of Hormuz,11,8,2,2,36,23,59,207934,238762,18705,0,2510242,465403,2975646
2025-11-06,2025,11,6,chokepoint6,Strait of Hormuz,16,13,7,2,49,38,87,292623,447564,37226,6702,2218214,784116,3002330
2025-11-07,2025,11,7,chokepoint6,Strait of Hormuz,16,19,6,3,50,44,94,390297,683720,24412,6702,3135684,1105132,4240816
2025-11-08,2025,11,8,chokepoint6,Strait of Hormuz,20,25,2,4,72,51,123,430969,621722,16823,7346,3915654,1076862,4992516
2025-11-09,2025,11,9,chokepoint6,Strait of Hormuz,13,10,3,4,56,30,86,279510,388871,33181,7346,3482241,708910,4191151
2025-11-10,2025,11,10,chokepoint6,Strait of Hormuz,10,14,2,3,44,29,73,281569,781627,24274,7534,2061760,1095005,3156766
2025-11-11,2025,11,11,chokepoint6,Strait of Hormuz,20,12,5,2,60,39,99,319594,386563,19092,5780,2256665,731030,2987696
2025-11-12,2025,11,12,chokepoint6,Strait of Hormuz,13,11,5,2,40,31,71,260408,313641,17795,847,1473268,592692,2065961
2025-11-13,2025,11,13,chokepoint6,Strait of Hormuz,12,17,6,1,42,36,78,407665,651112,16676,0,2082407,1075454,3157862
2025-11-14,2025,11,14,chokepoint6,Strait of Hormuz,10,12,5,8,50,35,85,280415,520402,7796,9901,3242326,818516,4060843
2025-11-15,2025,11,15,chokepoint6,Strait of Hormuz,14,15,3,3,45,35,80,376854,786679,7556,8398,2803891,1179488,3983380
2025-11-16,2025,11,16,chokepoint6,Strait of Hormuz,12,13,5,2,24,32,56,478207,505542,32366,0,962361,1016116,1978478
2025-11-17,2025,11,17,chokepoint6,Strait of Hormuz,9,7,3,1,33,20,53,234979,304825,27008,0,1353855,566813,1920669
2025-11-18,2025,11,18,chokepoint6,Strait of Hormuz,8,7,3,4,31,22,53,208591,346091,16289,7176,1821907,578149,2400056
2025-11-19,2025,11,19,chokepoint6,Strait of Hormuz,12,13,1,4,48,30,78,236638,564972,10550,19046,2280048,831208,3111257
2025-11-20,2025,11,20,chokepoint6,Strait of Hormuz,13,7,2,3,55,25,80,358200,372826,724,9139,2706942,740891,3447833
2025-11-21,2025,11,21,chokepoint6,Strait of Hormuz,9,8,1,1,39,19,58,316688,205947,1208,0,1675995,523844,2199840
2025-11-22,2025,11,22,chokepoint6,Strait of Hormuz,10,13,3,2,36,28,64,189353,362121,12966,3491,1357911,567932,1925844
2025-11-23,2025,11,23,chokepoint6,Strait of Hormuz,13,12,5,4,33,34,67,335619,272948,10987,6784,1141843,626340,1768184
2025-11-24,2025,11,24,chokepoint6,Strait of Hormuz,14,8,3,4,30,29,59,385452,384182,3709,6534,1243561,779878,2023440
2025-11-25,2025,11,25,chokepoint6,Strait of Hormuz,13,14,4,3,41,34,75,322129,656974,5569,2177,1704153,986851,2691004
2025-11-26,2025,11,26,chokepoint6,Strait of Hormuz,7,12,6,3,34,28,62,198312,484289,34689,4634,1521052,721926,2242978
2025-11-27,2025,11,27,chokepoint6,Strait of Hormuz,8,10,4,0,35,22,57,210980,357328,14371,0,2125050,582680,2707731
2025-11-28,2025,11,28,chokepoint6,Strait of Hormuz,8,15,2,2,30,27,57,137217,547784,23884,7775,1443139,716661,2159801
2025-11-29,2025,11,29,chokepoint6,Strait of Hormuz,14,8,2,1,29,25,54,301029,419280,8176,0,1142364,728486,1870850
